asset_1,asset_2,asset_3,asset_4,asset_5,asset_6,asset_7,asset_8,asset_9,asset_10,asset_11,asset_12,asset_13,asset_14,asset_15,asset_16,asset_17,asset_18,asset_19,asset_20,asset_21,asset_22,asset_23,asset_24,asset_25,asset_26,asset_27,asset_28,asset_29
0.0363805673705638,0.0117314661113558,0.0037371534017641,0.0288165047496646,0.0112318620874571,0.0083960759952513,0.0750646106832351,0.0014203529597109,0.0230786269566777,0.0040630184291741,0.0216015389894945,0.0209156298029044,0.0065483218722952,0.0217545130455856,0.0176882216985004,0.01825463251939,0.0190646549028954,0.0106462052505538,0.0579035385257524,0.0003518110437247,0.0098883067239911,0.0637450562099189,-0.0063591795466497,0.0153308385016989,0.0189521169482543,-0.0086316233604147,0.0608836660989819,0.0208047335751944,0.0387910017583177
0.0143785450002107,0.0266376312110387,-0.0187245570294677,-0.0427054794030376,-0.0097269130367353,0.0063166929685852,-0.0311755663649177,-0.0068486733480538,0.0009981642572481,-0.0004891449032105,-0.028736119915271,0.0040952068567201,0.0030416183373442,0.0057901861132943,-0.0264670776895008,0.0071111342957324,-0.0018948873084122,-0.0081500575312031,-0.0204187085415991,-0.0506158700860743,-0.0171960045298944,-0.0229217143988686,0.0051698846636394,0.0039503066579162,-0.0006410595411415,-0.011178830362402,-0.0043932562030834,0.0020922233247121,-0.0282664385255074
0.1131573789881033,0.0560868615482305,0.073972709896006,0.069313301398955,0.025386787100541,0.0729165675616975,0.0918077576301431,0.0273335338154352,0.0541521655389334,0.0101004732582956,0.0603409972886904,0.0748261893718103,0.0424152117452167,0.0717324645882512,0.0690545910091691,0.070508687359259,0.0411736292675028,0.0168746805711058,0.1687945126028609,0.0822733630087367,0.0484118047209191,0.1009519821295703,0.0608843252672983,0.0612043559657291,0.0658642590698169,0.0743976033817056,0.0608836660989819,0.0210464126082051,0.0651001718369473
0.0219470562875732,-0.0264062062723737,0.0103140660960989,0.0024164160262924,0.0047091309389126,-0.0185422342097201,0.0109977140020849,0.0011895817224104,0.0195519324672969,-0.0028921600770174,0.0097698283394943,-0.0267186686763668,-0.0027733099842767,-0.0070678607310333,-0.0042826210495796,0.0110682240221661,0.0066622756441309,-0.0033106064536004,-0.0272929957740752,0.0603631936200497,-0.0074695101953494,-0.0115357236675175,0.0006422052543631,0.0085900488490968,-0.0055724887180111,-0.0100438660042857,0.0144852070481384,-0.0004703087138334,-0.0503016001339233
0.0310895216648138,0.0184700709328835,0.0195230990234507,-0.001615531808607,0.0052493588079332,-0.0021739684664365,0.003347161687994,-0.0004513247853353,-0.0017118101004452,0.0002441940507397,0.0103516034662168,-0.0263201468997076,-0.0013232144391319,-0.0110805712171205,-0.0031770609470035,0.0128515704439113,-0.0057091661002427,0.0068946836587078,-0.014757629134203,-0.0279588344192667,0.0038064608578051,0.0340037086985761,0.0027873789887027,-0.0187226868758424,0.011249008872482,0.0069143242146103,-0.003056293248103,0.015122957818151,0.004407648383276
0.0006617071163544,-0.027741595250859,-0.040759211126545,-0.0093045185755801,0.0043801446138962,-0.017499125856373,-0.037537901273822,-0.0186225113924192,-0.0175538566255745,-0.001559675667432,-0.0240671284356193,-0.0037670064936933,-0.0075912114363164,-0.0003268215083856,-0.0004073104875616,-0.0657248378449086,-0.0460490736641468,-0.0031559863834226,-0.0207310922653735,-0.0388698688830225,-0.0280219653792495,-0.0472764889498099,-0.0328049237124779,-0.0138677740910151,-0.0228416755776697,-0.0322420865391431,-0.0122316821822409,-0.0078351445978716,-0.0189151593552316
0.0051546570616333,0.0088000914862799,-0.0290484686730419,-0.0050358809163687,0.0190309435443252,0.0185508960480381,0.0141023233280928,0.0014203529597109,0.0134559359106039,0.0007208425490914,0.0026136781810813,0.0275613241146247,-0.0007883194592966,0.0180944520256853,0.0022246828369662,-0.007553916187622,0.0074010994763647,0.0051351633521582,0.0979995227007792,0.0051773581062612,0.0070598880831201,0.0317675143295,0.0042536976422127,0.0010843661242594,-0.0007021954393859,-0.0180419931035719,-0.0021344462972241,0.0121170125263764,0.032025691113633
-0.0031074032042132,0.0062115284906952,-0.0065206221445011,-0.0424458073248407,-0.0186920808703392,-0.0013593272961206,-0.0249465932357243,-0.0094966393251546,-0.0123126970015894,-0.0026245136871372,-0.0006531451096026,-0.0454918191243054,0.0027787815762636,-0.0228339759424095,0.0012841987689825,-0.0161643516006417,-0.0028158646877251,-0.0041037714215551,0.0015867839932886,-0.0052770436451215,0.0035132728408354,-0.0166088671276563,-0.0184018645050806,0.0060970178449517,-0.001097020727147,0.0045335383729291,-0.0168396537897841,-0.0094235446832028,-0.0066475981677594
0.0512850661329207,0.0261335735227793,0.0671877138700499,0.069313301398955,0.0206563086755848,0.0241544144816305,0.0593393845240485,0.01723092629924,0.0352161208951406,0.0015684086204083,0.0280582438105613,0.0283964509201375,0.0055351236954449,0.0252286136556207,0.0357272004531071,0.0284716475047898,0.0164726281528316,0.0125130097433902,0.0728496670370229,0.0420513267121275,0.0134972143130793,0.0463456944108424,0.0325503319302117,0.0360751707399842,0.002559413848968,0.0106433018645376,0.0158625121437367,0.020909178393784,0.1194419606390257
-0.0070001224342502,-0.0064641467474079,0.0201113606429486,-0.0084281242474991,-0.0085397279883008,-0.0273978237969317,0.0710212718659904,0.0076260266946551,0.0077171624721657,-0.0005744691351375,0.0103516034662168,-0.0101967108288602,0.0424152117452167,0.0031401305683142,0.02212312642447,0.0059207028751121,0.0047699451243292,-0.0047141032483682,0.0245782861726247,0.0,0.015669444201534,0.0304622035547601,0.0104120526568697,-0.0062096458930674,0.0096107326077401,0.0818046973040658,0.0178410640346122,-0.0650444485379878,0.0050031629266147
