asset_1,asset_2,asset_3,asset_4,asset_5,asset_6,asset_7,asset_8,asset_9,asset_10,asset_11,asset_12,asset_13,asset_14,asset_15,asset_16,asset_17,asset_18,asset_19,asset_20,asset_21,asset_22,asset_23,asset_24,asset_25,asset_26,asset_27,asset_28,asset_29,asset_30,asset_31,asset_32,asset_33
-0.0119671388002458,-0.0024771693958227,0.0008867995623529,-0.0069028012059113,-0.0219444578474796,-0.0348862388500348,0.0133231352281609,0.0047475449459296,0.0269063478993631,-0.0047133076016132,0.0062069438189549,0.0122870227564698,0.0065976065644785,-0.0007308396533548,0.0124881662566094,0.0059659793370593,-0.0066566438799528,-0.000569206493007,0.0282096347172415,0.0012924467696891,0.0238172597404017,0.005063795785858,0.0050855545423031,0.0117488999240129,0.0121617384753833,0.0308285400987849,-0.0040021520113455,0.0009211019893051,0.019578224348371,0.0091937037225618,0.0055756600095484,0.0016672969456215,0.0329394082648338
-0.0493756771186559,-0.005942308807934,-0.0146743590549262,-0.0150322216917041,-0.0429659734426565,-0.0164427704126387,0.0035106980811025,-0.0084072086601711,-0.0072359051115671,-0.012277892916599,-0.0032250349948699,0.0030617084350385,0.0053029345120826,-0.0018326505917791,-0.0050229921771203,-0.0149005148391694,-0.0087665605742644,-0.0076591219966675,0.0167314218065702,-0.0011728170738102,-0.0172227242237784,-0.0037189119948316,-0.0165945781186149,-0.013655257175835,0.0038010430186354,-0.0078662809414319,-0.0075064053716313,-0.014310570975232,-0.0134229905372974,-0.0173766039105324,-0.0255966023569844,-0.01687320640352,-0.0105321618755508
0.0188802978040642,0.0050234034964655,0.0017219877224385,0.0048523871454448,0.0129144818142981,-0.0128897843905977,0.0017380933759117,0.002101253225222,0.0129200188310042,0.0012727758670943,-0.0026155697712682,0.0069485301359581,0.0165319569035795,0.0001228738814943,0.0016157799878024,0.0270016862140961,-0.0073313089376818,0.0035959974557513,0.0346055154713195,-0.0034788573907193,-0.0087422718103387,0.0045023030180496,0.0035611471949199,-0.0016535581234263,-0.0039537855339317,-0.0030855936231907,-0.0054332546509338,0.0071890294860716,0.0185864213506137,0.0078645187577109,0.0067378746880837,0.0016672969456215,-0.0083213916529201
0.0158397069048178,0.001645861573721,0.0047774414626065,0.0160038796491855,0.0755235270649865,0.064298177834918,0.0101334672497858,0.0073369262779076,0.0244504868011352,0.0051171925958091,0.0231463289482354,-0.0130735253085557,-0.0007231148273299,0.0001227868514115,0.0089679515091979,0.0044592765297224,0.0260588197563707,0.0097266189046599,0.0194762169030401,0.0105588263757062,0.0048643066170976,0.0053725102295142,0.009400268125422,0.0101034306839236,0.0110153649984723,0.0049641674681057,-0.0040724199566749,-0.0060782470852385,0.0148463570540816,0.0002528035432835,0.0101661731861301,0.0072600281671665,0.0314807452742396
0.0922478470334432,-0.0037796957462241,0.0181074210827644,0.0055917809133854,0.0482468182115067,0.016247295674103,-0.0016795054754092,0.0075892815916685,0.0085248601688401,0.0132872761662959,0.0141070559901863,-0.0087668048186683,-0.0004158089119276,0.0001233290653955,0.0064291249124834,0.0088013239842759,-0.0025278374925661,-0.0088392818284949,-0.0126650649920645,0.0062801129668872,0.0107882563220869,0.0037189119948315,0.0090454419896495,0.0018218866416282,-0.0015207540600484,0.0047054760733239,0.0222100949731722,-0.0019535023127605,0.0276660233164567,0.0177079405807259,-0.0409174825952534,0.0129642734540759,0.0068623698783863
-0.0433108483128683,0.0015148624402376,0.0129391894359046,-0.0063759154998436,-0.0019323198547421,0.0330905185305353,0.0065845979471178,0.0009520008050298,0.0123951194589523,0.0047274880647548,0.0033418681033974,0.0020065419979483,-0.0003325512131695,0.0008583801642814,0.0028399152926259,-0.0024278304598822,0.0093100040451768,0.0023997118326665,0.0089219835704517,-0.0005342572392543,0.0222274576832737,0.0047286220227513,-0.0173987061885629,-0.0068830827905706,0.0172849340795821,0.0058270654155845,0.0031139808734394,0.0021109027204835,0.0202594453690432,0.0061290627936429,-0.0065549948015637,-0.0073831934906895,0.00313738433808
0.0064497810729104,0.0031448752724622,0.0114037192095059,0.0031702521403396,0.063060832573968,0.0363395431021476,0.0088796361866047,0.007851293334979,0.0070743120263296,0.0031389989305394,-0.000428520715299,0.0046533365936496,-0.0029795520784625,-0.00220695508727,-0.0093163410390209,-0.0051222746873588,-0.0018298514705715,-0.0054428024042735,-0.017467676672046,-0.000270889791903,0.0053042793553167,0.0069975282233099,-0.0019725145756404,-0.0010374870220271,-0.0126920640865135,0.0220084493740353,0.0074806902947894,0.0014910480451185,-0.0194079422557019,0.0198328044251171,0.0174788594445256,-0.0041507021028629,-0.0027210646476645
0.0034590159430414,0.0033497517889091,0.0,0.0087895875748452,0.0474226322362992,0.0119254509994959,0.016045575240364,0.0034189082951549,0.026303804271353,0.0123262830430394,0.0169400032798174,0.0118279097931972,0.0102688874383791,-0.0051008396549203,-0.0170034826693483,-0.0179466740974062,0.0034000202806407,-0.007836775383099,-0.0170512787420277,0.0046059961423276,0.0055417461847568,0.0062443698272138,-0.0009451217133588,0.0050989722812866,-0.0027924542773374,0.0125001199544866,-0.0012542063114086,0.0088007433027097,0.0112221753187038,-0.0062766800615033,0.0130618128006395,0.0093002544709253,0.0060372389465468
0.0321868590282149,0.0038001440680711,0.0077750538211651,0.0186224995794805,-0.0027223005036523,0.0046838572163568,0.0135672095760514,0.0019593869260781,0.0269063478993631,0.0027856210496329,0.0257969350514607,-0.00057620020797,0.0035082567060346,-0.0018486166094123,0.0037357769343593,0.0127389820157241,0.0189830691043983,0.0088412930546642,0.0359067247740972,-0.0030604811372094,0.0239571718686881,0.0061804038305624,-0.0006468855011398,-0.0106148158090667,0.027260002432665,0.0336113623690041,0.0027341955050804,0.0011976859237645,-0.005768443640806,0.015688598400626,0.0,-0.0074947370176553,0.0012844517593313
-0.0191567113048864,0.0055504571427295,-0.0108531548886655,0.004466144434943,-0.0074211774439888,-0.106250608422315,-0.0069175073823137,-0.0037417062463569,-0.0130810528006099,-0.0026192609981956,-0.0073388062435874,0.0014948888935616,0.004825089584447,0.0001228751839619,-0.0123576938858576,0.000567280669579,0.004691051882991,-0.0095313479968404,-0.0228044853147805,0.0058558764096597,-0.0049932122727475,0.0040918545618501,0.0010305589270333,-0.0145757557998301,0.0134060029541363,-0.009202222891748,-0.0052022368102888,-0.0079948317944881,-0.0029617427930559,0.0081035213997753,-0.0005145072075022,-0.012317562067836,0.0025930928133094
