Date,asset_1,asset_2,asset_3,asset_4,asset_5,asset_6,asset_7,asset_8,asset_9,asset_10,asset_11,asset_12,asset_13,asset_14,asset_15,asset_16,asset_17,asset_18,asset_19,asset_20,asset_21,asset_22,asset_23,asset_24,asset_25,asset_26,asset_27,asset_28,asset_29
2020-01-03,-0.00976952254145112,-0.012213314472679244,-0.020981800322611936,-0.0034647850183442824,0.011827116749957888,-0.008000727070096173,0.0033471616879940254,0.013181265882528811,-0.00524527053540579,0.006660596188717822,-0.003928491571804016,-0.0132846291699117,0.0034253564825924786,-0.012529387484999892,-0.009202326088158587,0.0017831022249285935,-0.00760106774045034,0.015283269744648774,0.02920267893223429,0.02847440356321523,-0.006384828586679393,-0.0029756754338917573,-0.010674498652123823,-0.001929498835043767,-0.01130647571490574,0.002035172531642989,-0.00875252875796536,-0.00854637757389002,-0.008071978214576253
2020-01-06,0.007936578948513687,0.014775871094842,-0.0014341669206628291,-0.0033941074653849744,0.001854687605408994,0.0023025747758973728,0.014102323328092806,0.010434868967011986,0.026305306146794494,-0.0010773801793784387,0.0013314250652873621,-0.0007952413140177551,-0.003347051834977546,0.002580843309682902,0.006422576657633393,0.005920702875112154,0.0038076024102374523,-0.005695557655182403,0.019071612174755247,-0.0015186379264742413,0.0034102068292368175,0.007751170575755701,-0.0006509044885841424,0.0003619452280308805,0.0023794016022233634,0.0009380242986846763,0.006203593151038203,0.0027777763887162107,0.007648768789154433
2020-01-07,-0.004714115021130753,0.002089436023074214,-0.006621503648294823,-0.012851526090577683,-0.0006178470732574466,-0.004330277949721588,-0.00744116347586344,0.003927428056507489,-0.0019336553908715674,-0.0014377209335390483,-0.003331743502703588,-0.017147048008565802,-0.002576843583281533,-0.00915939390703308,-0.0001391978313732753,0.01348595860249737,-0.002815762373421654,-0.004927538081827065,0.03806670586808656,-0.002282217271654169,-0.0023738654284822342,-0.0026319737417673426,-0.006529330307140456,-0.0020533287210597944,-0.0004323786114654845,-0.0014072956237614726,-0.0019653142635378414,-0.0015862651100003494,-0.00821766274020787
2020-01-08,0.015958267861460047,-0.007839287338238396,0.010059192264325962,-0.011488615671927747,-0.014944218781166483,0.005792444280601029,-0.009170430891640593,-0.007529802584635164,0.0070925860019798405,-0.002341112109232261,0.0030897620553463384,0.007771109733705161,-0.001408361373432995,0.015802908285335385,0.007488148307020872,-0.014076465182044903,0.005315448174404423,-0.00663268279466522,0.048032568493066904,-0.03645229236741834,0.004924111285392659,-0.016608787531150197,0.006529330307140553,0.0033798105372035703,0.010643785910934104,-0.0004694916440467598,0.006470557996581786,0.0030116541861350617,-0.015195338349926302
2020-01-09,0.021018099354052626,0.0047876954600311996,0.001714329182438044,-0.0016156147957009884,-0.004401141380573391,0.0074880445464517885,-0.002515846990682519,-0.0056676844863565315,0.010443167156831206,0.0007207649502509986,0.0012091244675977264,0.003644525593510424,0.004764393917323018,0.012415350929654938,0.008437723432933293,-0.01248164758154436,0.00675749996743705,0.0035038964723128367,-0.022189385476863444,-0.01351909885099501,0.006226575117940303,0.007342021483018931,0.006164085924487783,0.004208337145581408,0.011271852563176353,0.005464017633134406,0.004290696846024206,0.005288274596919705,0.007626495704348431
2020-01-10,0.0022586096152858435,-0.009455156242405702,-0.008313159972999858,-0.009147218830384374,0.0,-0.004569054576789883,-0.020356862509783854,0.006008107616788398,0.006438015611973716,0.00215980252198704,-0.003752876049453637,-0.010017963391626928,0.002801095550887234,-0.004637687175437463,-0.002560471221283497,0.010116128093608468,-0.002881273837975877,0.008851182469794073,-0.006649355680979626,-0.00642571889132259,-0.0028971918903625163,-0.005668747002704512,-0.007466338718481255,-0.007104531275224466,-0.0023291101464145833,0.002643292086248326,0.0002916994896565307,-0.005446473455748021,-0.008927321275084037
2020-01-13,0.021139233457205475,0.0043132627393767525,0.009169286085127931,0.0018875265521612387,-0.007590192937459962,0.002702439718413976,0.03783546174167119,-0.007447144703816297,0.007716949277982985,-0.001169045857054007,0.006468171103932971,0.008270191595036709,-0.0024117645373204844,0.01195280956976769,0.011470770343867412,-0.00653395272331772,0.00685352463534404,-0.0030384577894538587,0.09320702322102224,-0.017066650815750945,0.006806658116744326,0.00033435148342392625,0.006819288389698481,0.00818419568192378,0.012429217775296231,0.006037549787525583,-0.0035079746088819584,0.003161062752439984,0.009500607114915174
2020-01-14,-0.013595193647038227,-0.011625527046359843,0.007388494618357044,-0.0030906441768856754,0.004434599748820344,0.0006912430009490561,-0.0074534235170188685,-0.0008919411826434922,-0.006576875745965773,0.0019774128550880286,0.0036686328823648533,0.011594480490881158,0.0012452719858165398,-0.007068254437648427,-0.003945189727750121,-0.00958090203683874,-0.0015257042238091907,0.005131694697808457,0.024578286172624794,0.006535964868773553,-0.0005408960737805066,0.0001671742063300319,-0.0019435981165693145,0.00011975751017862951,-0.004721484247722879,0.0029282909013690454,0.006034042150890975,-0.0003157896258631765,-0.008633273615634969
2020-01-15,-0.004294873897705097,-0.003977024437111101,-0.018574832645889598,-0.0014626672814872595,-0.00506971279264267,0.0038997387384644374,-0.013389360289726917,0.005817289492435278,0.0060005523628096176,0.002511640562910609,0.004791612621056603,-0.015099149876092495,0.0021761814970065033,0.006455466518041453,0.00040890490234442436,0.011367075727598812,0.002257365575279471,0.006609643295892105,-0.03676981311758122,-0.008176613636745635,0.002459730431381333,-0.007379954164623835,-0.0055276604545151905,0.0015567415653361006,0.0011559128690809403,0.013907138175417536,0.008598866478124708,-0.0022913700778646375,-0.001590817867502362
2020-01-16,0.012448885532787547,0.008513567549042408,0.0014415442418053849,0.006522798582954382,-0.0012713700255900127,0.008846902069552518,-0.0025305700045674673,-0.0015707412123407796,0.007586358181898881,-0.0020625378325899663,0.012822817183486337,0.003868710814706931,0.0013959870827722608,0.01815728008235922,0.009538025194458016,-0.002382312518592069,0.008283948505833605,-0.0031559215617028395,-0.00970946227670784,0.008990633136806635,0.008531105987150745,0.001681999498772391,0.00876500931674645,0.009882805381246198,0.013357449946707333,0.006203314013170665,0.0051811851567696654,0.008899402529984052,-0.0039156417049275435
